11.0682333331638,11,CL53491
11.1050416649712,11,CL36788
11.1103333282471,11,CF95840
11.116941663954,11,CL19254
11.1385083262126,11,CL40350
11.1411249966092,11,CL66300
11.1425083245171,11,CL14561
11.1486916605632,11,CL61881
11.1516500006782,11.0200004577637,CFM14468
11.1566249932183,11,CL37374
11.1585416666667,11,CL10332
11.1679666646322,11,CL24530
11.1803083292643,11.0299997329712,CL78692
11.1818333265516,11,CL48784
11.2027749972873,11,CL69507
11.2054416571723,11,CL69021
11.2073416646322,11,CFM46828
11.2142999945747,11.0299997329712,CL13453
11.2156833224826,11.0299997329712,CL915
11.2322333272298,11.0200004577637,CFM74978
11.0660999976264,11,CL36788
11.1029583316379,11,CL53491
11.1046916622586,11,CFM46828
11.1092916615804,11,CL69507
11.1385250006782,11,CL30835
11.1451250033908,11,CL61881
11.1465083312988,11,CL19254
11.1517499966092,11,CL37374
11.1664749993218,11.0500001907349,CF90182
11.166841668023,11,CL62851
11.169900004069,11,CL24530
11.1773833211263,11,CL40350
11.1812416585286,11.0200004577637,CFM14468
11.1853249952528,11,CF95840
11.1913416544596,11,CL10332
11.2029749891493,11.0299997329712,CL13453
11.2064999898275,11,CL66300
11.0816166687012,11,CL30835
11.1055833350288,11,CL69507
11.1078333282471,11,CFM46828
11.1161583285862,11,CL53491
11.1212416670058,11,CL62851
11.1328249952528,11,CL61881
11.1368583340115,11,CF95840
11.1461083306207,11,CL19254
11.1522250027127,11,CL36788
11.156808336046,11,CL10332
11.1772583346897,11,CL40350
11.1820500013563,11.0500001907349,CF90182
11.1829833306207,11.0299997329712,CL13453
11.185625,11,CL37374
11.1873249986437,11.0200004577637,CFM74978
11.1892333306207,11,CL69021
11.219049987793,11.0299997329712,CL78692
11.226183336046,11,CL24530
11.2275833299425,11,CL48784
11.2306499905056,11.0299997329712,3JACOBS
11.2329666646322,11.0299997329712,CL47420
11.2346499972873,11.0200004577637,CFM14468
11.2369499884711,11.0299997329712,CL915
11.0850249989827,11,CL24530
11.0824750010173,11,CL24530
11.1005749935574,11,CFM46828
11.1121083323161,11,CL37374
11.1224249945747,11,CL62851
11.1271833292643,11,CL53491
11.080133327908,11,CL53491
11.1017916615804,11,CL19254
11.1079999966092,11,CF95840
11.1147416602241,11,CL27056
11.1316583336724,11,CL61881
11.1398249986437,11,CL10332
11.148191663954,11,CL36788
11.1548416646322,11,CL40350
11.1588249884711,11,CFM46828
11.1632749938965,11,CL69507
11.1741666666667,11.0299997329712,CL78692
11.1841666666667,11,CL30835
11.190166659885,11.0500001907349,CF90182
11.1919833374023,11,CL62851
11.1954666646322,11.0200004577637,CFM74978
11.2043666585286,11.0299997329712,3JACOBS
11.2097666592068,11,CL37374
11.2167749871148,11,CL33233
11.2198583306207,11,CL48784
11.2323499891493,11.0299997329712,CL13453
11.2507499864366,11.1199998813205,CL44818
11.2527249993218,11,CL69021
11.255033331977,11.0200004577637,CFM14468
11.256416659885,11.0299997329712,CL47420
11.2664666578505,11.0500001907349,CL46025
11.2690249972873,11.0299997329712,CL915
11.28,11,CL24530
11.2816249932183,11.0299997329712,CL34331
