15,2394833204481,15,1199998813205
15,2483166673448,15,1700000678168
15,2510749986437,15,1499996270074
15,2748249986437,15,1199998813205
15,2802749972873,15,1800003051758
15,3176249864366,15,1999998135037
15,324800008138,15,2700004577637
15,330625,15,2799997287326
15,3829416571723,15,3299999321832
15,4725083075629,15,4200000678168
15,5094916449653,15,4200000678168
15,5454416571723,15,4499997965495
15,5483833143446,15,5
15,5790582953559,15,4799995252821
15,6123916286892,15,4799995252821
15,6218416341146,15,5699997287326
15,6467666286892,15,5799999321832
15,6504416232639,15,1700000678168
15,6707999674479,15,6199998643663
15,6805916341146,15,6199998643663
15,7050833468967,15,6300001356337
15,7326582845052,15,6800002712674
15,7395583089193,15,649999593099
15,0751750013563,15,0200004577637
15,1310250006782,15,0699996948242
15,1674416605632,15,1199998813205
15,201416659885,15,1199998813205
15,2040583292643,15,1499996270074
15,2065666537815,15,1499996270074
15,231183336046,15,1199998813205
15,2371916537815,15,1499996270074
15,2410583326552,15,1700000678168
15,2569999864366,15,1700000678168
15,260858323839,15,1199998813205
15,2682749938965,15,1800003051758
15,3043500094944,15,1999998135037
15,3229833306207,15,2700004577637
15,3349749755859,15,2799997287326
15,3817916531033,15,3299999321832
15,4754749891493,15,4200000678168
15,5091749742296,15,4200000678168
15,5422583346897,15,4499997965495
15,5658416408963,15,5
15,5756416829427,15,4799995252821
15,6057166205512,15,4799995252821
15,6215916612413,15,5699997287326
15,639866672092,15,5799999321832
15,6721499972873,15,6199998643663
15,675266655816,15,6199998643663
15,70529168023,15,6300001356337
15,732233344184,15,6800002712674
15,7362832980686,15,649999593099
15,773816663954,15,649999593099
15,8058083089193,15,75
15,8102583143446,15,6800002712674
