15,0702166663276,15,0200004577637
15,1248999955919,15,0699996948242
15,1725166659885,15,1199998813205
15,2018583340115,15,1499996270074
15,2067666625977,15,1499996270074
15,209308336046,15,1199998813205
15,2347250027127,15,1499996270074
15,2413249884711,15,1700000678168
15,2437416585286,15,1199998813205
15,252733323839,15,1700000678168
15,2654416571723,15,1800003051758
15,2759083218045,15,1199998813205
15,300758327908,15,1999998135037
15,3216000027127,15,2700004577637
15,3344833374023,15,2799997287326
15,3815583292643,15,3299999321832
15,4756416490343,15,4200000678168
15,5130499945747,15,4200000678168
15,549741651747,15,4499997965495
15,552141655816,15,5
15,5830832926432,15,4799995252821
15,6149416775174,15,4799995252821
15,6241916232639,15,5699997287326
15,650891655816,15,5799999321832
15,6744666205512,15,6199998643663
15,6875916205512,15,6199998643663
15,7066583251953,15,6300001356337
15,7373916286892,15,6800002712674
15,7404583062066,15,649999593099
15,7726249864366,15,6800002712674
15,8019082980686,15,75
15,8507249620226,15,7799997287326
15,8555000135634,15,8000002034505
15,8755249701606,15,8199997287326
15,9008083089193,15,850000406901
15,907766655816,15,8199997287326
15,9427833387587,15,8299999321832
15,9578833007813,15,899999593099
15,9802083333333,15,8699998643663
15,9827749972873,15,9200000678168
15,9892916531033,15,9200000678168
16,0096583387587,15,8699998643663
16,0215916612413,15,9200000678168
16,044933336046,15,899999593099
16,074641655816,15,9200000678168
16,0880166286892,15,9200000678168
16,0904583062066,15,9700002712674
16,2065749782986,16,0499992540148
16,2090416124132,15,9799995252821
16,2110999891493,15,9799995252821
16,2134250217014,16,0499992540148
16,2149249945747,16,0200004747179
16,2247916666667,16,1700001356337
16,2325416395399,16,1800002712674
16,2508582899306,16,2000008138021
16,2602582465278,16,1700001356337
16,280625,16,2000008138021
16,3760332573785,16,3199997287326
16,4111082628038,16,3299998643663
16,4196583387587,16,3700008138021
16,4442583550347,16,3299998643663
16,4526082356771,16,3799991861979
16,4857832845052,16,399999593099
16,4882082790799,16,350000406901
16,5108166503906,16,399999593099
16,5330166286892,16,479999593099
16,5357332356771,16,479999593099
16,5911832682292,16,3199997287326
16,5935999891493,16,479999593099
16,59625,16,5
16,5978499348958,16,479999593099
16,6053499348958,16,4300002712674
16,6079665798611,16,5
16,6222832573785,16,479999593099
16,6257082790799,16,5699997287326
16,6545250108507,16,5
16,6569582790799,16,5499991861979
16,6594582790799,16,5699997287326
16,6783082411024,16,6200008138021
16,6915500217014,16,5699997287326
16,7533249240451,16,600000406901
15,0762666659885,15,0200004577637
15,1233583323161,15,0699996948242
15,1686749945747,15,1199998813205
15,2016833326552,15,1499996270074
15,203949991862,15,1199998813205
15,2071333312988,15,1499996270074
15,2336583285862,15,1199998813205
15,2416666666667,15,1700000678168
15,2441666666667,15,1499996270074
15,2508999972873,15,1700000678168
15,268258327908,15,1199998813205
15,2740749952528,15,1800003051758
15,3073499891493,15,1999998135037
15,3218833414714,15,2700004577637
15,3347583346897,15,2799997287326
15,38125,15,3299999321832
15,4727083333333,15,4200000678168
15,5044583129883,15,4200000678168
15,537141655816,15,4499997965495
15,5529916381836,15,5
15,5749582926432,15,4799995252821
15,60845831977,15,4799995252821
15,622033352322,15,5699997287326
15,6400999620226,15,5799999321832
15,6718916829427,15,6199998643663
15,6745833333333,15,6199998643663
15,7087416585286,15,6300001356337
15,7352416314019,15,6800002712674
15,7421749538845,15,649999593099
15,7778416612413,15,649999593099
15,8066832817925,15,75
15,8122250027127,15,6800002712674
15,850199991862,15,7799997287326
15,852899983724,15,8000002034505
15,8720250108507,15,8199997287326
15,9035833062066,15,8199997287326
15,9060666232639,15,850000406901
15,9349499511719,15,8299999321832
15,951875,15,899999593099
15,9674749755859,15,8699998643663
15,9869500054253,15,9200000678168
16,0039916314019,15,8699998643663
16,0064666748047,15,9200000678168
16,0208333333333,15,9200000678168
16,0361583116319,15,899999593099
16,0549166531033,15,9200000678168
16,0828166368273,15,9799995252821
16,0858833143446,15,9700002712674
16,1004833306207,16,0499992540148
15,073783331977,15,0200004577637
15,1248499976264,15,0699996948242
15,1716999986437,15,1199998813205
15,2057500033908,15,1499996270074
15,2081999884711,15,1199998813205
15,2162916564941,15,1499996270074
