Taxi Rank,Time the taxi join the queue,,Time in hours,Number of passengers alighting,Time the 1st passenger boards the taxi,Vehicle Registration ,Destination,Single Fare,Route number/code,Number of passengers in taxi when it departs,Time the taxi departs,Date,Survey Period,Key,Column1,Date; Route Number; Survey Period; Taxi Rank
Bergzicht,13:09,,13.15,0,13:11:00,CL49069,KAYAMANDI,10,676,15,13:13:00,30-Jun-18,Saturday,30Jun-676-Saturday-Bergzicht,,
Bergzicht,13:10,,13.17,0,13:36:00,CL27056,IDAS VALLEY,9,630,15,13:40:00,30-Jun-18,Saturday,30Jun-630-Saturday-Bergzicht,,
Bergzicht,13:10,,13.17,0,13:41:00,MJACOBSWP,IDAS VALLEY,9,630,14,13:46:00,30-Jun-18,Saturday,30Jun-630-Saturday-Bergzicht,,
Bergzicht,13:10,,13.17,0,13:12:00,CF175499,KAYAMANDI,10,676,15,13:15:00,30-Jun-18,Saturday,30Jun-676-Saturday-Bergzicht,,
Bergzicht,13:11,,13.18,0,13:18:00,CL12804,KAYAMANDI,10,676,15,13:22:00,30-Jun-18,Saturday,30Jun-676-Saturday-Bergzicht,,
Bergzicht,13:11,,13.18,0,13:13:00,CL76636,KAYAMANDI,10,676,15,13:15:00,30-Jun-18,Saturday,30Jun-676-Saturday-Bergzicht,,
Bergzicht,13:14,,13.23,0,13:16:00,CL16548,KAYAMANDI,10,676,15,13:18:00,30-Jun-18,Saturday,30Jun-676-Saturday-Bergzicht,,
Bergzicht,13:14,,13.23,0,13:17:00,CL37374,KAYAMANDI,10,676,15,13:18:00,30-Jun-18,Saturday,30Jun-676-Saturday-Bergzicht,,
Bergzicht,13:15,,13.25,16,13:16:00,CL14561,VLOTTENBURG,10,663,16,13:33:00,30-Jun-18,Saturday,30Jun-663-Saturday-Bergzicht,,
Bergzicht,13:17,,13.28,0,13:35:00,CL915,JAMESTOWN,10,670,16,13:27:00,30-Jun-18,Saturday,30Jun-670-Saturday-Bergzicht,,
Bergzicht,13:17,,13.28,0,,CL39940,,,none,,,30-Jun-18,Saturday,30Jun-none-Saturday-Bergzicht,,
